public_reference,mileage,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
LODXS67O,142258,White,Nissan,Rogue,Used,2020,30392,SUV,True,Electric
P5DZJ73R,109525,Grey,BMW,3 Series,Certified Used,2020,42921,Truck,True,Electric
X8IZBOGS,94275,Yellow,Ford,F-150,New,2013,46275,Truck,True,Diesel
J1MRSR72,68000,White,Nissan,Sentra,Used,2006,33484,Truck,True,Petrol
MHQ429VM,48071,Yellow,Nissan,Altima,Used,2003,34196,Sedan,True,Diesel
S1O5XNOO,144914,Yellow,BMW,5 Series,Used,2014,30588,Hatchback,True,Hybrid
AJDCFL3U,36979,Red,Nissan,Altima,Certified Used,2018,48862,SUV,False,Hybrid
G4CLUZ7V,117152,Silver,Hyundai,Elantra,Certified Used,2007,36920,Convertible,False,Electric
2XIY2RE6,238252,Green,Hyundai,Tucson,Used,2004,19195,Convertible,False,Diesel
0DZGEPFU,37759,Black,Toyota,Camry,Used,2018,37219,Sedan,False,Hybrid
Q6ZHDHQO,214194,White,Audi,A6,Certified Used,2008,29359,Hatchback,True,Electric
FBBELVGH,5655,Black,Audi,Q5,Used,2022,40703,Hatchback,False,Electric
CYQ3Y5RJ,45846,Silver,Volkswagen,Golf,Used,2022,40196,Coupe,True,Electric
BMY1IFTO,72386,Black,Nissan,Sentra,Used,2013,33926,SUV,True,Petrol
0LE1X7LZ,162103,Green,Kia,Sorento,New,2019,44239,SUV,False,Petrol
GWNASO4H,13998,Red,Audi,Q5,Used,2016,41051,Truck,True,Hybrid
XZK41D68,71570,Brown,Kia,Optima,New,2009,49081,Sedan,True,Diesel
EU4AHZWB,97047,Black,BMW,X5,Certified Used,2000,32774,Coupe,True,Petrol
RC30JZIJ,46361,Green,Audi,Q5,New,2006,49873,Convertible,True,Electric
FO4ME8FV,205565,Brown,Volkswagen,Golf,Used,2022,27795,Sedan,False,Hybrid
S9Q8JYJZ,232595,Grey,Toyota,Corolla,Used,2018,26547,Sedan,True,Electric
AMXJA3DH,121658,White,Volkswagen,Golf,Certified Used,2003,31986,Coupe,False,Electric
TTGCZHQO,181186,Yellow,Volkswagen,Golf,Certified Used,2017,33009,Sedan,True,Diesel
NRJEJUIJ,128779,Brown,Toyota,Camry,Certified Used,2003,34666,Coupe,False,Hybrid
B6WNKG0U,33873,Orange,Hyundai,Elantra,New,2022,55998,SUV,False,Petrol
7LWJJ9LY,113564,Brown,Hyundai,Elantra,New,2008,41300,Sedan,True,Petrol
ECVWMSNZ,30018,White,Chevrolet,Silverado,Used,2010,34875,Convertible,True,Electric
FGF1PNZH,128217,Black,Chevrolet,Silverado,New,2018,46197,Convertible,True,Hybrid
3KFEG2NN,97103,Blue,Chevrolet,Equinox,Certified Used,2006,36206,Hatchback,False,Diesel
K36KG3G1,28728,Brown,Kia,Optima,New,2013,54583,Truck,True,Petrol
GAM492SF,32224,Yellow,Toyota,RAV4,Certified Used,2006,40571,SUV,True,Hybrid
QPQNQIVZ,108513,Green,BMW,X5,Used,2009,31775,Truck,True,Electric
CIO6P7RE,65099,Yellow,BMW,3 Series,New,2007,45500,Coupe,False,Petrol
QUGKR17K,200187,Yellow,Kia,Sorento,New,2024,42427,Sedan,True,Electric
QF0E0JTU,104089,Orange,Honda,Accord,Certified Used,2004,36963,Coupe,False,Petrol
SK355L1N,126838,Silver,Chevrolet,Malibu,Certified Used,2018,37398,Hatchback,True,Diesel
J5NPTKUS,67576,Orange,Hyundai,Sonata,New,2002,42548,Hatchback,False,Petrol
JNL45AHE,22465,Blue,Toyota,Corolla,Used,2016,37909,Hatchback,False,Petrol
VD5WP5JY,62155,Grey,Toyota,RAV4,New,2004,44242,Truck,True,Petrol
ES4LWNLR,145146,Yellow,Hyundai,Sonata,New,2018,43925,Truck,False,Electric
B3UFD736,182919,Yellow,BMW,X5,New,2011,38624,Hatchback,True,Electric
SHPXW2UQ,7954,Yellow,Kia,Sorento,Certified Used,2021,49725,SUV,False,Electric
YY5Q4EIJ,40314,Yellow,Hyundai,Sonata,Used,2023,41562,Truck,True,Electric
5QZBD98E,56120,Grey,Honda,Accord,Certified Used,2013,41492,Hatchback,True,Petrol
YAAOVK87,165464,Orange,Toyota,Corolla,New,2016,40115,Coupe,True,Diesel
73EE89DI,16347,Blue,Audi,A4,Used,2014,39807,Truck,False,Hybrid
XHT5SSYF,171318,Brown,Chevrolet,Malibu,New,2015,41937,Hatchback,True,Diesel
68B0KZJC,146699,Orange,Audi,A6,Used,2013,28568,Truck,True,Petrol
H84L47IZ,163160,Brown,Volkswagen,Tiguan,New,2002,34196,Sedan,True,Hybrid
UOV3K2XQ,205064,Black,Toyota,Camry,Certified Used,2007,28115,Sedan,True,Petrol
IPK9INWP,108070,Silver,Kia,Optima,Certified Used,2014,39244,Truck,True,Electric
9ZHABGRZ,234761,Brown,Ford,Focus,New,2005,29790,Sedan,True,Electric
RWWLETF7,204974,Brown,Chevrolet,Silverado,Certified Used,2012,31470,Convertible,True,Petrol
W7008B0Q,112015,Grey,Toyota,Camry,New,2024,50866,SUV,True,Hybrid
5XE3K4WA,20735,Black,Chevrolet,Silverado,Used,2003,33386,Sedan,True,Petrol
3QWUK5MV,10342,Blue,Nissan,Sentra,New,2014,55409,Coupe,False,Electric
KS9NFINF,29850,Brown,Nissan,Rogue,Used,2006,34115,Hatchback,False,Petrol
QUQU9Q2R,119101,White,Nissan,Altima,New,2010,42238,Sedan,True,Diesel
1KD0A0EH,162979,Orange,Audi,Q5,Certified Used,2012,32046,Convertible,True,Hybrid
KISZO0AT,205692,Green,BMW,3 Series,New,2009,34456,Convertible,True,Hybrid
DV30QNRE,100522,Green,Volkswagen,Tiguan,Used,2016,34317,Coupe,False,Petrol
BDV271PF,71615,White,Toyota,Camry,Used,2005,33321,Convertible,True,Electric
XR1419VP,46410,Red,BMW,5 Series,New,2002,46913,Coupe,True,Electric
ZGSINVHI,178489,Yellow,Toyota,Corolla,New,2001,30665,SUV,True,Diesel
DN5ATRSU,55975,Yellow,Chevrolet,Equinox,New,2023,56706,SUV,True,Hybrid
BQ2O6R8J,143120,Brown,Honda,Civic,Used,2006,26540,Truck,True,Petrol
WNARA8LQ,152785,Orange,Chevrolet,Malibu,New,2005,35559,Truck,True,Electric
JME41ME4,174167,Grey,Chevrolet,Silverado,Certified Used,2003,29705,SUV,False,Diesel
IUZPE3MP,237570,Orange,Volkswagen,Golf,Certified Used,2007,24750,Truck,False,Hybrid
K2U2ICVJ,245084,Black,Chevrolet,Equinox,New,2012,32750,Hatchback,False,Hybrid
EBPFJGCX,243193,Green,Nissan,Rogue,Certified Used,2002,22303,Truck,False,Diesel
HO5YYWOJ,172299,Silver,Hyundai,Elantra,Used,2018,27247,Hatchback,False,Hybrid
L38Q9D2E,179500,Orange,Toyota,RAV4,New,2015,41069,SUV,True,Diesel
XQGHO2LF,198376,Grey,Nissan,Sentra,Used,2017,29002,Sedan,False,Electric
3UC5FS93,36824,Brown,Toyota,RAV4,New,2024,59642,Hatchback,False,Electric
IA3BY3D2,34413,Orange,Ford,Focus,Certified Used,2020,48922,Sedan,False,Diesel
CM12V1GY,155483,Blue,Chevrolet,Equinox,New,2014,41710,Convertible,True,Petrol
HVW57424,31197,White,Volkswagen,Passat,Certified Used,2016,44784,Hatchback,False,Electric
37JZ9QPH,46130,Grey,Toyota,Corolla,Used,2004,34777,Hatchback,True,Electric
7NYQRJNF,242257,Grey,Volkswagen,Golf,Used,2011,23132,SUV,True,Petrol
NEG795HZ,141365,Silver,Nissan,Sentra,Used,2021,34122,Sedan,True,Hybrid
NG0G4FT6,42786,Grey,BMW,5 Series,Used,2017,37065,Convertible,True,Petrol
MZM05Y8L,177915,Blue,Chevrolet,Malibu,Certified Used,2001,29549,SUV,False,Hybrid
OQZV9DNV,200293,Brown,Nissan,Altima,Used,2019,26918,Convertible,False,Hybrid
7VDNUSKT,243793,Yellow,Kia,Sorento,Certified Used,2021,28912,Truck,False,Hybrid
ND7Q764I,166489,Black,Nissan,Sentra,Certified Used,2008,30678,Sedan,False,Diesel
O10BOFTB,36490,Grey,Ford,Escape,Used,2001,31412,Sedan,True,Diesel
O5HFEC76,16031,Silver,Kia,Optima,Certified Used,2006,43193,Convertible,True,Petrol
FKPBMM2C,73199,Black,Chevrolet,Malibu,Certified Used,2011,41709,Sedan,True,Hybrid
9QS5TEWL,15048,Green,Honda,CR-V,New,2020,56658,Sedan,False,Diesel
7ISEAQM4,7983,Orange,Audi,A4,Certified Used,2007,45978,Sedan,False,Diesel
RGVNRFPB,88725,Yellow,Hyundai,Tucson,Certified Used,2010,38940,Hatchback,True,Diesel
MSUW1G00,192136,Grey,Kia,Optima,Certified Used,2007,28535,Convertible,False,Petrol
K2J1YOR3,38659,White,Audi,A4,Used,2010,36726,Sedan,True,Electric
MGLBZVF9,120809,Silver,Volkswagen,Passat,Used,2023,34363,Convertible,True,Petrol
9C7EFSNO,135633,Brown,Kia,Sorento,Used,2003,26879,Truck,False,Hybrid
GPDANN9J,149465,Green,Volkswagen,Tiguan,Certified Used,2001,32095,Truck,True,Diesel
1CZZP7LH,66004,Brown,Ford,Focus,New,2005,44750,Sedan,True,Hybrid
1SZ1M8ED,65874,Blue,Hyundai,Tucson,Used,2007,30900,Hatchback,False,Diesel
TQQZECKX,8409,Orange,Volkswagen,Tiguan,New,2004,51277,Hatchback,False,Electric
ZDI9VHTF,174565,Yellow,Ford,F-150,New,2008,36511,Hatchback,True,Diesel
DPFHZZYY,97230,Yellow,Ford,Focus,Used,2024,37047,Convertible,False,Electric
Y8YC6BJ0,193928,Yellow,Toyota,Corolla,Used,2014,28068,Truck,True,Diesel
N4LI6NY2,239892,Green,Audi,Q5,Used,2022,26193,Hatchback,False,Electric
4BQ9718Y,34307,Orange,Ford,F-150,New,2024,57818,Truck,False,Electric
MO50QDVN,11857,Blue,Toyota,RAV4,New,2018,57245,Truck,True,Diesel
BMV9CC38,117399,Black,Toyota,RAV4,Certified Used,2024,42456,SUV,False,Hybrid
01611Q93,34773,Red,Chevrolet,Silverado,Certified Used,2023,50236,Truck,True,Petrol
DU7KTJK4,208306,Grey,Volkswagen,Golf,Used,2013,25176,Truck,True,Electric
E91XP0YM,202275,White,Chevrolet,Equinox,New,2003,31329,Convertible,True,Diesel
G9CU4SPR,98718,Green,Chevrolet,Malibu,New,2019,50336,SUV,False,Petrol
1BB429LN,162902,White,Ford,Focus,New,2023,43266,Hatchback,False,Electric
YVILGCXQ,111630,Red,Volkswagen,Golf,Certified Used,2017,39686,SUV,True,Electric
ZXA556W6,217126,Brown,Hyundai,Tucson,New,2016,37962,Convertible,False,Diesel
HMAVUN9Y,90215,Silver,BMW,X5,Certified Used,2012,39874,Sedan,False,Diesel
MXDB2U9E,177472,White,Audi,A4,New,2019,40151,Coupe,True,Hybrid
LCZ99DSS,15408,Green,Toyota,Corolla,New,2006,49541,Coupe,False,Petrol
LXMW4Y3V,25613,Red,BMW,X5,Used,2006,35270,Coupe,True,Electric
N51MH0YO,110338,Black,Kia,Sorento,New,2007,41341,Hatchback,True,Electric
Z46EIC07,166809,Grey,Honda,Accord,Certified Used,2008,30369,Convertible,True,Petrol
9PHC6FK1,102840,Red,Hyundai,Sonata,Used,2001,28388,Truck,True,Hybrid
1EBWTPNK,239814,Yellow,BMW,X5,Certified Used,2005,26136,Hatchback,True,Electric
P6KLMD9R,165853,Red,Kia,Optima,Used,2010,26974,Convertible,True,Diesel
Q7IVHOPN,126811,Yellow,Chevrolet,Equinox,Used,2005,28336,Coupe,True,Diesel
9ORVSW3I,146146,Silver,Chevrolet,Silverado,New,2023,46817,Truck,True,Hybrid
K2ZL23N3,142674,Orange,Honda,Accord,Certified Used,2020,39931,Convertible,False,Electric
YPA3FCTU,189008,Blue,Hyundai,Tucson,New,2019,39098,Convertible,False,Electric
LSUTP0W2,73025,Silver,Honda,Civic,Used,2001,29313,Convertible,True,Diesel
5FG18I4X,130133,Black,Toyota,RAV4,Used,2013,30782,Sedan,True,Petrol
FDQD7C1D,74416,Grey,Kia,Optima,Certified Used,2021,45214,Sedan,False,Electric
OXL64IQE,245514,Red,Hyundai,Tucson,Certified Used,2019,29261,Truck,False,Petrol
Q3BI7GSR,19787,Green,Nissan,Rogue,New,2011,52118,Convertible,False,Diesel
GTJF5I7K,126860,Brown,BMW,5 Series,Used,2006,30191,Convertible,False,Electric
7B128DDK,161676,Grey,Hyundai,Sonata,Certified Used,2009,30844,Sedan,False,Petrol
H9FG0L23,182869,Brown,Volkswagen,Tiguan,Certified Used,2019,36067,Truck,False,Diesel
14RD4B17,145481,Yellow,Toyota,Camry,Used,2021,31257,SUV,False,Diesel
SVNY5Z0C,188409,Blue,BMW,X5,New,2015,38140,Truck,True,Petrol
FZVJKYK8,19054,White,Audi,A4,New,2002,49121,Coupe,True,Hybrid
1WONHGGH,134978,Grey,Ford,F-150,New,2021,48679,SUV,False,Petrol
62RUPTND,191478,Black,Volkswagen,Golf,Certified Used,2012,32312,Coupe,True,Petrol
JTXKZ69P,215236,Brown,Volkswagen,Passat,Certified Used,2006,26157,Coupe,False,Diesel
704ALZRG,156570,Red,BMW,5 Series,Used,2016,30576,Truck,True,Electric
YD7G0OHF,18767,Red,Kia,Sorento,New,2017,58457,Convertible,False,Diesel
JZ8PW94E,102361,Brown,BMW,3 Series,New,2007,42812,Sedan,False,Electric
WNI9XYIK,4700,White,Kia,Sportage,Certified Used,2016,48804,Sedan,True,Hybrid
MJM4ZIA4,221086,Black,Kia,Sportage,New,2013,34179,SUV,True,Hybrid
MNH17RE5,3952,Black,Honda,CR-V,New,2018,58376,Sedan,True,Petrol
B4YJHB76,224956,Green,Audi,A6,Certified Used,2024,32360,Sedan,True,Diesel
BT0GNQNO,170,Yellow,Volkswagen,Passat,New,2012,55813,Sedan,False,Hybrid
VUFOFMFE,227114,Blue,Kia,Sorento,Certified Used,2017,32275,Sedan,True,Hybrid
JVRBJ33G,111405,Silver,Toyota,RAV4,Used,2009,31772,SUV,False,Petrol
UBHNKWCK,191449,Silver,BMW,5 Series,Used,2022,29165,SUV,False,Diesel
3M0D0ATD,128076,Silver,Volkswagen,Passat,Used,2019,31928,Hatchback,False,Electric
9ES5E5O7,242818,Silver,BMW,5 Series,New,2008,30449,Convertible,False,Hybrid
GLYRS0SD,125883,White,Kia,Optima,Certified Used,2005,35914,Truck,True,Diesel
VIERAMF6,212114,Orange,BMW,X5,New,2008,31466,Hatchback,True,Hybrid
XHX3YKMO,179128,Black,Volkswagen,Tiguan,Used,2021,30883,Convertible,False,Diesel
SF5IRR5M,12382,Blue,BMW,3 Series,New,2022,59616,Hatchback,False,Petrol
CANME873,16555,White,Nissan,Altima,Certified Used,2000,43049,Hatchback,True,Electric
CRFCHQQF,146935,Blue,Kia,Sorento,Used,2021,34019,Coupe,False,Petrol
TYO2YD7D,99935,Blue,Hyundai,Elantra,Certified Used,2007,37914,Convertible,False,Diesel
R78OE5TN,208920,Grey,Volkswagen,Passat,New,2001,30342,Sedan,False,Petrol
TMJMNNTK,97604,White,Volkswagen,Tiguan,New,2015,46226,Convertible,False,Diesel
7MQ19LIZ,243610,Silver,Chevrolet,Silverado,New,2018,34416,Coupe,False,Electric
1UVLRN3J,190062,Orange,Nissan,Sentra,Certified Used,2000,27756,Sedan,False,Electric
0TI0GCUY,173696,Red,Honda,Accord,New,2004,36395,Truck,True,Electric
43WJPTM3,153171,Grey,Ford,Escape,Used,2011,29179,Truck,True,Petrol
Y558KL95,207005,White,Toyota,Corolla,New,2009,35627,SUV,True,Diesel
FHNT05I4,84741,Brown,Volkswagen,Golf,New,2011,45516,Sedan,True,Hybrid
B04XTKRM,168281,Silver,Volkswagen,Golf,Certified Used,2018,37590,Truck,True,Electric
GCY7G1CM,148008,Black,Volkswagen,Golf,New,2012,41983,Coupe,True,Petrol
QKJ0XWCQ,96740,Green,Nissan,Altima,Certified Used,2018,41637,Sedan,True,Hybrid
YFWTK3AJ,106808,Grey,Hyundai,Elantra,Certified Used,2024,44270,Truck,False,Hybrid
HHOAA2JQ,121002,Red,Chevrolet,Malibu,Used,2005,29443,Hatchback,False,Diesel
DI7W1XBQ,172812,Yellow,Toyota,Corolla,Certified Used,2023,37484,Sedan,True,Diesel
L7CGC4TE,69045,Orange,Honda,CR-V,Used,2015,35140,Coupe,True,Hybrid
51832XPH,119780,Brown,Audi,A4,Certified Used,2022,40105,SUV,False,Hybrid
XGPGL53X,154664,Black,Volkswagen,Golf,New,2016,43204,SUV,False,Petrol
RSGPI2T3,89789,White,Hyundai,Tucson,Used,2001,29691,Hatchback,True,Petrol
F8C3IRC7,112116,Green,Toyota,Corolla,New,2005,39864,Sedan,False,Hybrid
8GZLPXZF,191003,Red,BMW,5 Series,Used,2011,25683,SUV,True,Diesel
UXYKAGAE,95955,Black,Volkswagen,Tiguan,New,2009,44635,Convertible,True,Petrol
07EO12QZ,100684,Black,Volkswagen,Tiguan,New,2007,42810,Sedan,True,Petrol
9JZQB6YS,96042,Blue,BMW,5 Series,Certified Used,2008,38187,SUV,False,Petrol
G9D05OT4,235518,White,Toyota,Camry,New,2007,30385,SUV,False,Hybrid
1HKAXUHK,50185,Black,Kia,Optima,Certified Used,2001,38720,Convertible,False,Diesel
PDDM3TLB,243558,Silver,Toyota,Corolla,Used,2010,20026,Hatchback,False,Hybrid
Z2QMGEGH,184932,Brown,Volkswagen,Golf,Certified Used,2003,29832,SUV,True,Electric
0WPABLC2,220059,Blue,BMW,5 Series,Used,2012,23802,Sedan,False,Petrol
RNVCA15Q,136938,Silver,Volkswagen,Tiguan,Used,2009,29886,Truck,True,Petrol
4XRI9RLE,212628,Red,Chevrolet,Equinox,New,2000,28572,SUV,True,Petrol
LDW0L2DU,170643,Green,BMW,3 Series,New,2005,35807,SUV,False,Petrol
Q99W3O3C,24694,Brown,BMW,X5,New,2016,53654,Hatchback,True,Diesel
FEM640LC,168832,Black,Honda,Accord,Used,2014,26743,Sedan,False,Electric
XBJM46CL,30476,Green,BMW,5 Series,New,2009,50758,Sedan,True,Hybrid
HVG7U5WR,85392,White,Nissan,Rogue,Used,2003,31666,Truck,False,Petrol
EEXPMQVD,109506,Orange,Hyundai,Sonata,Used,2020,34692,SUV,True,Petrol
O60RXTL5,94353,Yellow,Nissan,Rogue,Used,2008,30136,SUV,True,Hybrid
XV8L64EG,92080,White,Chevrolet,Equinox,Certified Used,2003,34605,Truck,False,Hybrid
TH1UBQMQ,25715,Blue,Chevrolet,Equinox,Used,2017,39580,SUV,True,Electric
MCSDNWAH,29034,Grey,Kia,Sorento,Used,2013,36597,Coupe,False,Electric
XEBNCFEC,234238,Silver,Kia,Optima,New,2014,32974,Sedan,True,Hybrid
L0PT6Y37,89271,Brown,Kia,Optima,Certified Used,2010,38312,SUV,True,Electric
2HYL0HCQ,229290,Brown,Audi,Q5,New,2001,26539,Hatchback,True,Electric
OML37RLB,165304,Yellow,BMW,5 Series,Used,2002,22383,Convertible,False,Hybrid
4NPG87CG,159847,Grey,Chevrolet,Silverado,Certified Used,2018,37748,SUV,True,Petrol
WBGCJXZ0,90440,Orange,Hyundai,Tucson,New,2023,52601,Hatchback,True,Diesel
O7V64S0Y,226408,Black,Nissan,Altima,Certified Used,2008,26759,Sedan,True,Hybrid
E0IPY46B,70677,Grey,Hyundai,Elantra,Certified Used,2004,39043,SUV,False,Electric
1A7N90TL,172456,Blue,Ford,F-150,Used,2015,26572,Sedan,False,Hybrid
RS6CNAIR,144038,Red,Audi,Q5,New,2009,39060,Hatchback,False,Diesel
M2O9QP11,81901,Grey,Honda,CR-V,New,2018,52249,Hatchback,False,Hybrid
3075P020,75498,Grey,BMW,5 Series,Used,2009,31750,Coupe,True,Petrol
8J4FLC4S,104104,Silver,Kia,Optima,New,2014,47441,Hatchback,True,Diesel
RJ8Y0RB6,1786,Red,Chevrolet,Equinox,Certified Used,2016,49922,Convertible,False,Petrol
ZCUMG174,177533,White,Honda,CR-V,Certified Used,2008,30144,Truck,False,Hybrid
HQ22JGQF,106911,Black,Kia,Sorento,New,2010,45995,SUV,False,Electric
0UYOGT51,135260,Orange,Nissan,Sentra,Used,2007,29619,Truck,True,Diesel
Q6BV6B9X,171636,Black,Nissan,Altima,Certified Used,2020,36803,SUV,True,Hybrid
E581Z68K,17416,Brown,Volkswagen,Golf,Certified Used,2016,48445,Convertible,True,Petrol
AXG4XHZO,51699,Black,Audi,A6,New,2014,53449,Coupe,False,Electric
0BF08P1N,225091,Brown,Volkswagen,Passat,Certified Used,2003,24577,Hatchback,True,Diesel
SCJ7C7BR,42438,Blue,Chevrolet,Equinox,Used,2013,38120,Sedan,False,Petrol
2SLQ05IJ,234709,Orange,Hyundai,Elantra,Certified Used,2014,27215,Truck,True,Electric
NYGHCNMV,18028,Black,Audi,A6,New,2024,60187,SUV,True,Diesel
S09LZKM4,180161,White,Audi,A6,Used,2023,30543,Coupe,True,Hybrid
6614BECA,162072,Blue,Honda,CR-V,Certified Used,2016,35982,Sedan,True,Diesel
JSNBNCUT,3560,Orange,BMW,3 Series,New,2016,58704,Coupe,True,Hybrid
1KLZCXJL,93786,Silver,Ford,F-150,Used,2024,36288,SUV,False,Diesel
3CFCL0T6,84526,Black,Audi,Q5,Used,2021,35200,Hatchback,False,Hybrid
GVBLUB1N,99790,Orange,Kia,Sorento,Used,2001,28112,Sedan,True,Diesel
PU4ZEVYT,64903,Green,Audi,Q5,New,2022,55685,Coupe,False,Electric
L1VP036M,246459,Yellow,Nissan,Rogue,New,2019,36490,Truck,True,Hybrid
HH39ZAJ7,4053,Silver,BMW,X5,Certified Used,2022,53250,Truck,True,Electric
CZQUL9ZH,230060,Orange,Ford,Focus,New,2002,26075,Convertible,True,Hybrid
A0B92DX7,70796,Silver,Hyundai,Elantra,Certified Used,2001,37251,SUV,False,Petrol
WJQ1GZ58,74113,Red,Toyota,Camry,Used,2023,37275,Hatchback,True,Hybrid
OSJY6E0X,159115,Green,Ford,F-150,Used,2006,27421,SUV,False,Hybrid
X3TPAO84,29214,Orange,Chevrolet,Silverado,New,2010,53142,Convertible,False,Electric
R2IJKKPD,175015,Yellow,Volkswagen,Golf,Certified Used,2018,36892,Hatchback,True,Hybrid
Q0IWKH8T,219360,Red,BMW,5 Series,New,2001,29160,Truck,True,Electric
CY5NKFUX,156941,Green,BMW,X5,Used,2007,27211,Truck,True,Hybrid
IAIKUAOY,15510,Grey,Chevrolet,Equinox,New,2003,50655,Coupe,False,Hybrid
XEW85JWU,249904,Grey,Ford,Focus,New,2014,31800,Hatchback,True,Hybrid
MI4AAEUA,199234,White,Audi,A4,Used,2000,21453,SUV,False,Hybrid
67IXCW2J,23110,Black,Audi,A6,Certified Used,2002,41997,Truck,True,Diesel
NFP800WM,234698,Silver,Nissan,Sentra,Used,2004,19174,Hatchback,False,Diesel
IJ7ZVL38,227523,Orange,Volkswagen,Passat,New,2017,33846,Truck,True,Hybrid
Q2C1QP15,16134,Black,Toyota,Corolla,Used,2023,43130,Truck,False,Petrol
P0OJCRXL,51216,Brown,Nissan,Rogue,New,2024,57328,Coupe,False,Diesel
26DM3P9R,104922,Grey,Volkswagen,Tiguan,New,2016,49266,Convertible,True,Petrol
R5BTLG48,56030,Red,Hyundai,Elantra,Certified Used,2019,44363,Hatchback,True,Electric
Y85IT29V,111649,Green,Chevrolet,Malibu,Used,2019,33777,Sedan,False,Petrol
R53BE2RY,8108,Green,Volkswagen,Passat,New,2003,50827,SUV,False,Petrol
0C8OXVAZ,92004,Silver,Kia,Sportage,Used,2005,29805,Coupe,True,Electric
BKML1OVA,54414,Green,Nissan,Altima,New,2016,53346,Sedan,False,Petrol
QHQKGAVH,249733,Yellow,Audi,A6,Certified Used,2012,25604,Truck,False,Electric
EX1KGJHI,18880,Grey,Honda,CR-V,Certified Used,2002,40079,Hatchback,False,Diesel
BY8B6I01,41194,Silver,Toyota,RAV4,Certified Used,2015,46255,SUV,True,Petrol
ZOY8M0E4,178610,White,Toyota,RAV4,New,2021,41238,Coupe,True,Electric
BBMVCWZL,8393,Blue,Kia,Sportage,Certified Used,2003,44114,Sedan,False,Electric
CKBNXS8S,227602,White,Ford,Focus,New,2000,27945,Convertible,False,Electric
LHUL2GDT,76772,Red,BMW,3 Series,New,2010,47486,SUV,True,Hybrid
VWRAEVQ6,169549,Grey,Honda,Civic,Certified Used,2012,35139,Convertible,True,Petrol
BI1CIOO3,117934,Yellow,BMW,3 Series,Certified Used,2007,36855,Truck,False,Electric
2XS7KMU6,73872,Yellow,Hyundai,Sonata,Certified Used,2015,42162,Coupe,True,Diesel
1OZXOK4M,161981,Brown,Nissan,Sentra,New,2013,41783,Truck,False,Petrol
0PJS36XY,189223,Black,Chevrolet,Equinox,Used,2007,23250,Hatchback,True,Petrol
1ESKC26Q,13164,Brown,Audi,A6,New,2017,56279,Hatchback,False,Electric
8HR5JSB9,209964,Green,Kia,Optima,New,2013,36518,Convertible,True,Hybrid
RUSDMY9T,244158,Grey,Kia,Optima,Certified Used,2009,24405,SUV,False,Electric
NE75BOPG,44155,Yellow,Volkswagen,Golf,New,2016,54746,SUV,False,Hybrid
ILO9ETYJ,83192,Green,Nissan,Altima,New,2000,40914,Coupe,False,Petrol
XFPPX4RP,234460,Silver,Hyundai,Tucson,Certified Used,2010,27272,SUV,False,Electric
UCCUDK5A,203293,Grey,BMW,3 Series,Certified Used,2002,25109,SUV,True,Hybrid
2UUBK0FX,49271,Yellow,BMW,X5,New,2019,56525,Convertible,True,Diesel
BU7ZDO8I,64492,Brown,Kia,Sportage,Certified Used,2008,42350,Convertible,False,Electric
YZCNXEEK,172486,Yellow,BMW,3 Series,Used,2004,24475,SUV,True,Diesel
269CU0UN,83018,Brown,BMW,5 Series,New,2023,51848,Sedan,True,Hybrid
8R6GXTET,107176,Grey,Chevrolet,Equinox,Used,2012,33559,Coupe,True,Electric
8IQ2LXWI,38102,Orange,Audi,A4,New,2009,50735,Hatchback,True,Petrol
4TE5KVIJ,172576,Black,Kia,Sportage,Certified Used,2001,27369,Coupe,False,Petrol
M9G1LK7S,103763,Grey,Chevrolet,Malibu,Used,2023,34007,Coupe,True,Petrol
JW90MII4,180650,Black,Chevrolet,Equinox,New,2019,41370,Truck,False,Diesel
OG12NQ39,240554,Orange,Audi,A6,Certified Used,2015,28536,Sedan,True,Petrol
G0KPPS0L,189838,Blue,Honda,CR-V,Certified Used,2016,32505,Sedan,True,Diesel
L76L25GT,179226,Green,Honda,Accord,Certified Used,2001,25926,Sedan,True,Hybrid
2DKHBBVJ,200586,Black,Honda,Civic,Certified Used,2008,29205,SUV,False,Diesel
N7B3G6XG,43808,Silver,Ford,Focus,Certified Used,2022,48167,Coupe,True,Diesel
B3HRH430,131113,Green,Toyota,Corolla,Certified Used,2015,36874,Hatchback,False,Diesel
74E688EQ,16802,Brown,Hyundai,Sonata,Certified Used,2016,46007,Coupe,True,Petrol
FM7MPN5X,173145,White,BMW,3 Series,Certified Used,2002,29328,Hatchback,False,Electric
I67QR4BW,210339,Green,Chevrolet,Equinox,Used,2003,21839,Coupe,False,Petrol
MPD4AXX0,77810,Yellow,Audi,A4,Certified Used,2004,37953,Truck,True,Petrol
XGADQTID,162509,Black,Ford,Escape,Used,2009,27092,Sedan,False,Diesel
4SFLL3YF,103056,White,Nissan,Sentra,New,2004,42563,Hatchback,True,Electric
APZR8US6,128773,Silver,Audi,Q5,Certified Used,2015,38056,SUV,False,Hybrid
K0G32JPQ,100745,Silver,Ford,F-150,Used,2019,34042,Sedan,True,Petrol
4N2S5VNH,110529,Silver,Honda,Accord,New,2001,38865,Sedan,False,Diesel
G6RELYJ2,118843,Red,Honda,Civic,Certified Used,2017,40298,SUV,False,Electric
